"AGE","AGE_SPECIFIC_CI_LOWER","AGE_SPECIFIC_CI_UPPER","AGE_SPECIFIC_RATE","COUNT","EVENT_TYPE","POPULATION","SITE","YEAR","SERIALID"
"<1","null","null","null","null","Mortality",4003587,"Bones and Joints","2009-04-01 00:00:00",4325
"1-4","0.100000001490116","0.200000002980232","0.200000002980232","24","Incidence",15955735,"Bones and Joints","2009-04-01 00:00:00",4326
"10-14","1.20000004768372","1.60000002384186","1.39999997615814","281","Incidence",20307843,"Bones and Joints","2009-04-01 00:00:00",4327
"15-19","1.29999995231628","1.60000002384186","1.39999997615814","316","Incidence",21819838,"Bones and Joints","2009-04-01 00:00:00",4328
"5-9","0.400000005960464","0.600000023841858","0.5","103","Incidence",19829550,"Bones and Joints","2009-04-01 00:00:00",4329
"<1","null","null","null","null","Incidence",3933652,"Bones and Joints","2009-04-01 00:00:00",4330
"1-4","0.600000023841858","0.899999976158142","0.699999988079071","118","Mortality",16240931,"Leukemia","2009-04-01 00:00:00",4331
"10-14","0.5","0.699999988079071","0.600000023841858","127","Mortality",20660564,"Leukemia","2009-04-01 00:00:00",4332
"15-19","0.699999988079071","0.899999976158142","0.800000011920929","172","Mortality",22192810,"Leukemia","2009-04-01 00:00:00",4333
"5-9","0.5","0.699999988079071","0.600000023841858","117","Mortality",20182499,"Leukemia","2009-04-01 00:00:00",4334
"<1","0.400000005960464","1","0.699999988079071","27","Mortality",4003587,"Leukemia","2009-04-01 00:00:00",4335
"1-4","8.60000038146973","9.60000038146973","9.10000038146973","1449","Incidence",15955735,"Leukemia","2009-04-01 00:00:00",4336
"10-14","2.79999995231628","3.20000004768372","3","608","Incidence",20307843,"Leukemia","2009-04-01 00:00:00",4337
"15-19","2.5","3","2.79999995231628","603","Incidence",21819838,"Leukemia","2009-04-01 00:00:00",4338
"5-9","3.79999995231628","4.40000009536743","4.09999990463257","811","Incidence",19829550,"Leukemia","2009-04-01 00:00:00",4339
"<1","3.5","4.80000019073486","4.09999990463257","161","Incidence",3933652,"Leukemia","2009-04-01 00:00:00",4340
"1-4","0.5","0.800000011920929","0.600000023841858","104","Mortality",16240931,"Other","2009-04-01 00:00:00",4341
"10-14","0.200000002980232","0.300000011920929","0.200000002980232","50","Mortality",20660564,"Other","2009-04-01 00:00:00",4342
"15-19","0.5","0.699999988079071","0.600000023841858","125","Mortality",22192810,"Other","2009-04-01 00:00:00",4343
"5-9","0.300000011920929","0.5","0.400000005960464","84","Mortality",20182499,"Other","2009-04-01 00:00:00",4344
"<1","0.600000023841858","1.20000004768372","0.800000011920929","33","Mortality",4003587,"Other","2009-04-01 00:00:00",4345
"1-4","3.90000009536743","4.5","4.19999980926514","668","Incidence",15955735,"Other","2009-04-01 00:00:00",4346
"10-14","2.59999990463257","3.09999990463257","2.79999995231628","573","Incidence",20307843,"Other","2009-04-01 00:00:00",4347
"15-19","8.5","9.30000019073486","8.89999961853027","1941","Incidence",21819838,"Other","2009-04-01 00:00:00",4348
"5-9","1.39999997615814","1.70000004768372","1.5","302","Incidence",19829550,"Other","2009-04-01 00:00:00",4349
"<1","11.1000003814697","13.3000001907349","12.1999998092651","478","Incidence",3933652,"Other","2009-04-01 00:00:00",4350
"1-4","0.100000001490116","0.200000002980232","0.100000001490116","22","Mortality",16240931,"Soft Tissue","2009-04-01 00:00:00",4351
"10-14","0.100000001490116","0.300000011920929","0.200000002980232","40","Mortality",20660564,"Soft Tissue","2009-04-01 00:00:00",4352
"15-19","0.200000002980232","0.400000005960464","0.300000011920929","66","Mortality",22192810,"Soft Tissue","2009-04-01 00:00:00",4353
"5-9","0.100000001490116","0.200000002980232","0.200000002980232","34","Mortality",20182499,"Soft Tissue","2009-04-01 00:00:00",4354
"<1","null","null","null","null","Mortality",4003587,"Soft Tissue","2009-04-01 00:00:00",4355
"1-4","1","1.29999995231628","1.20000004768372","186","Incidence",15955735,"Soft Tissue","2009-04-01 00:00:00",4356
"10-14","0.699999988079071","1","0.899999976158142","177","Incidence",20307843,"Soft Tissue","2009-04-01 00:00:00",4357
"15-19","1","1.29999995231628","1.20000004768372","258","Incidence",21819838,"Soft Tissue","2009-04-01 00:00:00",4358
"5-9","0.5","0.699999988079071","0.600000023841858","121","Incidence",19829550,"Soft Tissue","2009-04-01 00:00:00",4359
"<1","2.90000009536743","4.09999990463257","3.5","138","Incidence",3933652,"Soft Tissue","2009-04-01 00:00:00",4360
"1-4","0.200000002980232","0.300000011920929","0.200000002980232","37","Mortality",16239246,"Acute Lymphocytic","2010-04-01 00:00:00",4361
"10-14","0.200000002980232","0.400000005960464","0.300000011920929","59","Mortality",20680135,"Acute Lymphocytic","2010-04-01 00:00:00",4362
"15-19","0.200000002980232","0.400000005960464","0.300000011920929","66","Mortality",21980141,"Acute Lymphocytic","2010-04-01 00:00:00",4363
"5-9","0.200000002980232","0.400000005960464","0.300000011920929","61","Mortality",20332370,"Acute Lymphocytic","2010-04-01 00:00:00",4364
"<1","null","null","null","null","Mortality",3953696,"Acute Lymphocytic","2010-04-01 00:00:00",4365
"1-4","7.09999990463257","8","7.5","1189","Incidence",15793957,"Acute Lymphocytic","2010-04-01 00:00:00",4366
"10-14","1.89999997615814","2.29999995231628","2.09999990463257","430","Incidence",20130192,"Acute Lymphocytic","2010-04-01 00:00:00",4367
"15-19","1.29999995231628","1.60000002384186","1.5","313","Incidence",21410166,"Acute Lymphocytic","2010-04-01 00:00:00",4368
"5-9","3.40000009536743","3.90000009536743","3.59999990463257","716","Incidence",19780537,"Acute Lymphocytic","2010-04-01 00:00:00",4369
"<1","1.20000004768372","2","1.60000002384186","61","Incidence",3846294,"Acute Lymphocytic","2010-04-01 00:00:00",4370
"1-4","0.200000002980232","0.400000005960464","0.300000011920929","46","Mortality",16239246,"Acute Myeloid","2010-04-01 00:00:00",4371
"10-14","0.200000002980232","0.300000011920929","0.200000002980232","50","Mortality",20680135,"Acute Myeloid","2010-04-01 00:00:00",4372
"15-19","0.200000002980232","0.400000005960464","0.300000011920929","67","Mortality",21980141,"Acute Myeloid","2010-04-01 00:00:00",4373
"5-9","0.100000001490116","0.200000002980232","0.100000001490116","29","Mortality",20332370,"Acute Myeloid","2010-04-01 00:00:00",4374
"<1","null","null","null","null","Mortality",3953696,"Acute Myeloid","2010-04-01 00:00:00",4375
"1-4","0.699999988079071","1","0.899999976158142","140","Incidence",15793957,"Acute Myeloid","2010-04-01 00:00:00",4376
"10-14","0.5","0.699999988079071","0.600000023841858","120","Incidence",20130192,"Acute Myeloid","2010-04-01 00:00:00",4377
"15-19","0.800000011920929","1","0.899999976158142","190","Incidence",21410166,"Acute Myeloid","2010-04-01 00:00:00",4378
"5-9","0.300000011920929","0.400000005960464","0.300000011920929","65","Incidence",19780537,"Acute Myeloid","2010-04-01 00:00:00",4379
"<1","1.39999997615814","2.20000004768372","1.79999995231628","68","Incidence",3846294,"Acute Myeloid","2010-04-01 00:00:00",4380
"1-4","null","null","null","null","Mortality",16239246,"Bones and Joints","2010-04-01 00:00:00",4381
"10-14","0.200000002980232","0.300000011920929","0.300000011920929","53","Mortality",20680135,"Bones and Joints","2010-04-01 00:00:00",4382
"15-19","0.300000011920929","0.5","0.400000005960464","91","Mortality",21980141,"Bones and Joints","2010-04-01 00:00:00",4383
"5-9","0.100000001490116","0.200000002980232","0.100000001490116","20","Mortality",20332370,"Bones and Joints","2010-04-01 00:00:00",4384
"<1","null","null","null","null","Mortality",3953696,"Bones and Joints","2010-04-01 00:00:00",4385
"1-4","0.100000001490116","0.300000011920929","0.200000002980232","28","Incidence",15793957,"Bones and Joints","2010-04-01 00:00:00",4386
"10-14","1.10000002384186","1.39999997615814","1.29999995231628","258","Incidence",20130192,"Bones and Joints","2010-04-01 00:00:00",4387
"15-19","1.20000004768372","1.5","1.29999995231628","281","Incidence",21410166,"Bones and Joints","2010-04-01 00:00:00",4388
"5-9","0.400000005960464","0.600000023841858","0.5","103","Incidence",19780537,"Bones and Joints","2010-04-01 00:00:00",4389
"<1","null","null","null","null","Incidence",3846294,"Bones and Joints","2010-04-01 00:00:00",4390
"1-4","0.600000023841858","0.800000011920929","0.699999988079071","112","Mortality",16239246,"Leukemia","2010-04-01 00:00:00",4391
"10-14","0.600000023841858","0.800000011920929","0.699999988079071","142","Mortality",20680135,"Leukemia","2010-04-01 00:00:00",4392
"15-19","0.600000023841858","0.899999976158142","0.699999988079071","163","Mortality",21980141,"Leukemia","2010-04-01 00:00:00",4393
"5-9","0.400000005960464","0.699999988079071","0.5","111","Mortality",20332370,"Leukemia","2010-04-01 00:00:00",4394
"<1","0.400000005960464","0.899999976158142","0.600000023841858","25","Mortality",3953696,"Leukemia","2010-04-01 00:00:00",4395
"1-4","8.39999961853027","9.30000019073486","8.80000019073486","1396","Incidence",15793957,"Leukemia","2010-04-01 00:00:00",4396
"10-14","2.79999995231628","3.29999995231628","3.09999990463257","616","Incidence",20130192,"Leukemia","2010-04-01 00:00:00",4397
"15-19","2.59999990463257","3.09999990463257","2.79999995231628","604","Incidence",21410166,"Leukemia","2010-04-01 00:00:00",4398
"5-9","3.90000009536743","4.40000009536743","4.09999990463257","820","Incidence",19780537,"Leukemia","2010-04-01 00:00:00",4399
"<1","3.90000009536743","5.19999980926514","4.5","173","Incidence",3846294,"Leukemia","2010-04-01 00:00:00",4400
"1-4","0.5","0.699999988079071","0.600000023841858","97","Mortality",16239246,"Other","2010-04-01 00:00:00",4401
"10-14","0.300000011920929","0.5","0.400000005960464","88","Mortality",20680135,"Other","2010-04-01 00:00:00",4402
"15-19","0.5","0.699999988079071","0.600000023841858","133","Mortality",21980141,"Other","2010-04-01 00:00:00",4403
"5-9","0.300000011920929","0.5","0.400000005960464","83","Mortality",20332370,"Other","2010-04-01 00:00:00",4404
"<1","0.300000011920929","0.699999988079071","0.5","18","Mortality",3953696,"Other","2010-04-01 00:00:00",4405
"1-4","4.90000009536743","5.59999990463257","5.19999980926514","822","Incidence",15793957,"Other","2010-04-01 00:00:00",4406
"10-14","2.90000009536743","3.40000009536743","3.20000004768372","642","Incidence",20130192,"Other","2010-04-01 00:00:00",4407
"15-19","8.39999961853027","9.19999980926514","8.80000019073486","1876","Incidence",21410166,"Other","2010-04-01 00:00:00",4408
"5-9","1.70000004768372","2","1.79999995231628","365","Incidence",19780537,"Other","2010-04-01 00:00:00",4409
"<1","11.6999998092651","14","12.8000001907349","492","Incidence",3846294,"Other","2010-04-01 00:00:00",4410
"1-4","null","null","null","null","Mortality",16239246,"Soft Tissue","2010-04-01 00:00:00",4411
"10-14","0.100000001490116","0.200000002980232","0.200000002980232","32","Mortality",20680135,"Soft Tissue","2010-04-01 00:00:00",4412
"15-19","0.200000002980232","0.400000005960464","0.300000011920929","67","Mortality",21980141,"Soft Tissue","2010-04-01 00:00:00",4413
"5-9","0.100000001490116","0.200000002980232","0.100000001490116","28","Mortality",20332370,"Soft Tissue","2010-04-01 00:00:00",4414
"<1","null","null","null","null","Mortality",3953696,"Soft Tissue","2010-04-01 00:00:00",4415
"1-4","1","1.29999995231628","1.10000002384186","178","Incidence",15793957,"Soft Tissue","2010-04-01 00:00:00",4416
"10-14","0.800000011920929","1.10000002384186","0.899999976158142","190","Incidence",20130192,"Soft Tissue","2010-04-01 00:00:00",4417
"15-19","0.899999976158142","1.20000004768372","1.10000002384186","228","Incidence",21410166,"Soft Tissue","2010-04-01 00:00:00",4418
"5-9","0.5","0.800000011920929","0.600000023841858","127","Incidence",19780537,"Soft Tissue","2010-04-01 00:00:00",4419
"<1","2.70000004768372","3.79999995231628","3.20000004768372","124","Incidence",3846294,"Soft Tissue","2010-04-01 00:00:00",4420
"5-9","3.09999990463257","3.59999990463257","3.40000009536743","601","Incidence",17879968,"Brain and Other Nervous System","1999-04-01 00:00:00",3624
"<1","2.79999995231628","4","3.40000009536743","110","Incidence",3280395,"Brain and Other Nervous System","1999-04-01 00:00:00",3625
"1-4","null","null","null","null","Mortality",7493614,"Cervix","1999-04-01 00:00:00",3626
"10-14","null","null","null","null","Mortality",9855664,"Cervix","1999-04-01 00:00:00",3627
"15-19","null","null","null","null","Mortality",9761569,"Cervix","1999-04-01 00:00:00",3628
"5-9","null","null","null","null","Mortality",10052618,"Cervix","1999-04-01 00:00:00",3629
"<1","null","null","null","null","Mortality",1852123,"Cervix","1999-04-01 00:00:00",3630
"1-4","null","null","null","null","Incidence",6496024,"Cervix","1999-04-01 00:00:00",3631
"10-14","null","null","null","null","Incidence",8535050,"Cervix","1999-04-01 00:00:00",3632
"15-19","0.200000002980232","0.5","0.300000011920929","26","Incidence",8430546,"Cervix","1999-04-01 00:00:00",3633
"5-9","null","null","null","null","Incidence",8723247,"Cervix","1999-04-01 00:00:00",3634
"<1","null","null","null","null","Incidence",1600564,"Cervix","1999-04-01 00:00:00",3635
"1-4","null","null","null","null","Mortality",15339782,"Colon and Rectum","1999-04-01 00:00:00",3636
"10-14","null","null","null","null","Mortality",20213364,"Colon and Rectum","1999-04-01 00:00:00",3637
"15-19","null","null","null","null","Mortality",20084602,"Colon and Rectum","1999-04-01 00:00:00",3638
"5-9","null","null","null","null","Mortality",20606460,"Colon and Rectum","1999-04-01 00:00:00",3639
"<1","null","null","null","null","Mortality",3795762,"Colon and Rectum","1999-04-01 00:00:00",3640
"1-4","0.200000002980232","0.400000005960464","0.300000011920929","44","Mortality",15339782,"Acute Lymphocytic","1999-04-01 00:00:00",3641
"10-14","0.300000011920929","0.5","0.400000005960464","75","Mortality",20213364,"Acute Lymphocytic","1999-04-01 00:00:00",3642
"15-19","0.400000005960464","0.600000023841858","0.5","91","Mortality",20084602,"Acute Lymphocytic","1999-04-01 00:00:00",3643
"5-9","0.200000002980232","0.400000005960464","0.300000011920929","65","Mortality",20606460,"Acute Lymphocytic","1999-04-01 00:00:00",3644
"<1","null","null","null","null","Mortality",3795762,"Acute Lymphocytic","1999-04-01 00:00:00",3645
"1-4","6.40000009536743","7.30000019073486","6.80000019073486","910","Incidence",13297303,"Acute Lymphocytic","1999-04-01 00:00:00",3646
"10-14","1.79999995231628","2.29999995231628","2","357","Incidence",17507634,"Acute Lymphocytic","1999-04-01 00:00:00",3647
"15-19","1.20000004768372","1.60000002384186","1.39999997615814","244","Incidence",17355940,"Acute Lymphocytic","1999-04-01 00:00:00",3648
"5-9","2.90000009536743","3.40000009536743","3.09999990463257","557","Incidence",17879968,"Acute Lymphocytic","1999-04-01 00:00:00",3649
"<1","1.79999995231628","2.79999995231628","2.29999995231628","74","Incidence",3280395,"Acute Lymphocytic","1999-04-01 00:00:00",3650
"1-4","0.200000002980232","0.400000005960464","0.300000011920929","50","Mortality",15339782,"Acute Myeloid","1999-04-01 00:00:00",3651
"10-14","0.200000002980232","0.300000011920929","0.300000011920929","54","Mortality",20213364,"Acute Myeloid","1999-04-01 00:00:00",3652
"15-19","0.300000011920929","0.400000005960464","0.300000011920929","66","Mortality",20084602,"Acute Myeloid","1999-04-01 00:00:00",3653
"5-9","0.100000001490116","0.200000002980232","0.100000001490116","29","Mortality",20606460,"Acute Myeloid","1999-04-01 00:00:00",3654
"<1","null","null","null","null","Mortality",3795762,"Acute Myeloid","1999-04-01 00:00:00",3655
"1-4","0.800000011920929","1.20000004768372","1","131","Incidence",13297303,"Acute Myeloid","1999-04-01 00:00:00",3656
"10-14","0.5","0.699999988079071","0.600000023841858","103","Incidence",17507634,"Acute Myeloid","1999-04-01 00:00:00",3657
"15-19","0.699999988079071","1","0.899999976158142","152","Incidence",17355940,"Acute Myeloid","1999-04-01 00:00:00",3658
"5-9","0.400000005960464","0.600000023841858","0.5","87","Incidence",17879968,"Acute Myeloid","1999-04-01 00:00:00",3659
"<1","0.899999976158142","1.70000004768372","1.20000004768372","41","Incidence",3280395,"Acute Myeloid","1999-04-01 00:00:00",3660
"1-4","null","null","null","null","Mortality",15339782,"Bones and Joints","1999-04-01 00:00:00",3661
"10-14","0.200000002980232","0.400000005960464","0.300000011920929","55","Mortality",20213364,"Bones and Joints","1999-04-01 00:00:00",3662
"15-19","0.5","0.800000011920929","0.600000023841858","127","Mortality",20084602,"Bones and Joints","1999-04-01 00:00:00",3663
"5-9","0.100000001490116","0.200000002980232","0.100000001490116","24","Mortality",20606460,"Bones and Joints","1999-04-01 00:00:00",3664
