"AGE","AGE_ADJUSTED_CI_LOWER","AGE_ADJUSTED_CI_UPPER","AGE_ADJUSTED_RATE","BEHAVIOR","COUNT","POPULATION","SEX","SITE","YEAR","CRUDE_CI_LOWER","CRUDE_CI_UPPER","CRUDE_RATE","SERIALID"
"20+","null","null","null","Benign/Borderline","null",214708498,"Male and Female","Embryonal/primitive/medulloblastoma","2007-04-01 00:00:00","null","null","null",2921
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Malignant","209",214708498,"Male and Female","Embryonal/primitive/medulloblastoma","2007-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2922
"20+","null","null","null","Benign/Borderline","null",217163688,"Male and Female","Embryonal/primitive/medulloblastoma","2008-04-01 00:00:00","null","null","null",2923
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Malignant","206",217163688,"Male and Female","Embryonal/primitive/medulloblastoma","2008-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2924
"20+","null","null","null","Benign/Borderline","null",219643708,"Male and Female","Embryonal/primitive/medulloblastoma","2009-04-01 00:00:00","null","null","null",2925
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Malignant","230",219643708,"Male and Female","Embryonal/primitive/medulloblastoma","2009-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2926
"20+","null","null","null","Benign/Borderline","null",220136827,"Male and Female","Embryonal/primitive/medulloblastoma","2010-04-01 00:00:00","null","null","null",2927
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Malignant","186",220136827,"Male and Female","Embryonal/primitive/medulloblastoma","2010-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2928
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","232",201940510,"Male and Female","Ependymoma variants","2004-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2929
"20+","null","null","null","Malignant","null",201940510,"Male and Female","Ependymoma variants","2004-04-01 00:00:00","null","null","null",2930
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","253",204277973,"Male and Female","Ependymoma variants","2005-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2931
"20+","null","null","null","Malignant","null",204277973,"Male and Female","Ependymoma variants","2005-04-01 00:00:00","null","null","null",2932
"20+","0.100000001490116","0.200000002980232","0.100000001490116","Benign/Borderline","284",206695520,"Male and Female","Ependymoma variants","2006-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",2933
"20+","null","null","null","Malignant","null",206695520,"Male and Female","Ependymoma variants","2006-04-01 00:00:00","null","null","null",2934
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","244",214708498,"Male and Female","Ependymoma variants","2007-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2937
"20+","null","null","null","Malignant","null",214708498,"Male and Female","Ependymoma variants","2007-04-01 00:00:00","null","null","null",2938
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","248",217163688,"Male and Female","Ependymoma variants","2008-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2939
"20+","null","null","null","Malignant","null",217163688,"Male and Female","Ependymoma variants","2008-04-01 00:00:00","null","null","null",2940
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","243",219643708,"Male and Female","Ependymoma variants","2009-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2941
"20+","null","null","null","Malignant","null",219643708,"Male and Female","Ependymoma variants","2009-04-01 00:00:00","null","null","null",2942
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","255",220136827,"Male and Female","Ependymoma variants","2010-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2943
"20+","null","null","null","Malignant","null",220136827,"Male and Female","Ependymoma variants","2010-04-01 00:00:00","null","null","null",2944
"20+","null","null","null","Benign/Borderline","null",201940510,"Male and Female","Ependymoma/anaplastic ependymoma","2004-04-01 00:00:00","null","null","null",2945
"20+","0.200000002980232","0.300000011920929","0.300000011920929","Malignant","551",201940510,"Male and Female","Ependymoma/anaplastic ependymoma","2004-04-01 00:00:00","0.300000011920929","0.300000011920929","0.300000011920929",2946
"20+","null","null","null","Benign/Borderline","null",204277973,"Male and Female","Ependymoma/anaplastic ependymoma","2005-04-01 00:00:00","null","null","null",2947
"20+","0.300000011920929","0.300000011920929","0.300000011920929","Malignant","568",204277973,"Male and Female","Ependymoma/anaplastic ependymoma","2005-04-01 00:00:00","0.300000011920929","0.300000011920929","0.300000011920929",2948
"20+","null","null","null","Benign/Borderline","null",206695520,"Male and Female","Ependymoma/anaplastic ependymoma","2006-04-01 00:00:00","null","null","null",2949
"20+","0.200000002980232","0.300000011920929","0.300000011920929","Malignant","547",206695520,"Male and Female","Ependymoma/anaplastic ependymoma","2006-04-01 00:00:00","0.200000002980232","0.300000011920929","0.300000011920929",2950
"20+","null","null","null","Benign/Borderline","null",214708498,"Male and Female","Ependymoma/anaplastic ependymoma","2007-04-01 00:00:00","null","null","null",2953
"20+","0.200000002980232","0.300000011920929","0.300000011920929","Malignant","558",214708498,"Male and Female","Ependymoma/anaplastic ependymoma","2007-04-01 00:00:00","0.200000002980232","0.300000011920929","0.300000011920929",2954
"20+","null","null","null","Benign/Borderline","null",217163688,"Male and Female","Ependymoma/anaplastic ependymoma","2008-04-01 00:00:00","null","null","null",2955
"20+","0.300000011920929","0.300000011920929","0.300000011920929","Malignant","612",217163688,"Male and Female","Ependymoma/anaplastic ependymoma","2008-04-01 00:00:00","0.300000011920929","0.300000011920929","0.300000011920929",2956
"20+","null","null","null","Benign/Borderline","null",219643708,"Male and Female","Ependymoma/anaplastic ependymoma","2009-04-01 00:00:00","null","null","null",2957
"20+","0.300000011920929","0.300000011920929","0.300000011920929","Malignant","643",219643708,"Male and Female","Ependymoma/anaplastic ependymoma","2009-04-01 00:00:00","0.300000011920929","0.300000011920929","0.300000011920929",2958
"20+","null","null","null","Benign/Borderline","null",220136827,"Male and Female","Ependymoma/anaplastic ependymoma","2010-04-01 00:00:00","null","null","null",2959
"20+","0.200000002980232","0.300000011920929","0.300000011920929","Malignant","570",220136827,"Male and Female","Ependymoma/anaplastic ependymoma","2010-04-01 00:00:00","0.200000002980232","0.300000011920929","0.300000011920929",2960
"20+","0","0","0","Benign/Borderline","35",201940510,"Male and Female","Germ Cell Tumors","2004-04-01 00:00:00","0","0","0",2961
"20+","0","0","0","Malignant","51",201940510,"Male and Female","Germ Cell Tumors","2004-04-01 00:00:00","0","0","0",2962
"20+","0","0","0","Benign/Borderline","58",204277973,"Male and Female","Germ Cell Tumors","2005-04-01 00:00:00","0","0","0",2963
"20+","0","0","0","Malignant","60",204277973,"Male and Female","Germ Cell Tumors","2005-04-01 00:00:00","0","0","0",2964
"20+","0","0","0","Benign/Borderline","58",206695520,"Male and Female","Germ Cell Tumors","2006-04-01 00:00:00","0","0","0",2965
"20+","0","0","0","Malignant","56",206695520,"Male and Female","Germ Cell Tumors","2006-04-01 00:00:00","0","0","0",2966
"20+","0","0","0","Benign/Borderline","61",214708498,"Male and Female","Germ Cell Tumors","2007-04-01 00:00:00","0","0","0",2969
"20+","0","0","0","Malignant","80",214708498,"Male and Female","Germ Cell Tumors","2007-04-01 00:00:00","0","0","0",2970
"20+","0","0","0","Benign/Borderline","58",217163688,"Male and Female","Germ Cell Tumors","2008-04-01 00:00:00","0","0","0",2971
"20+","0","0","0","Malignant","65",217163688,"Male and Female","Germ Cell Tumors","2008-04-01 00:00:00","0","0","0",2972
"20+","0","0","0","Benign/Borderline","63",219643708,"Male and Female","Germ Cell Tumors","2009-04-01 00:00:00","0","0","0",2973
"20+","0","0","0","Malignant","40",219643708,"Male and Female","Germ Cell Tumors","2009-04-01 00:00:00","0","0","0",2974
"20+","0","0","0","Benign/Borderline","47",220136827,"Male and Female","Germ Cell Tumors","2010-04-01 00:00:00","0","0","0",2975
"20+","0","0","0","Malignant","62",220136827,"Male and Female","Germ Cell Tumors","2010-04-01 00:00:00","0","0","0",2976
"20+","null","null","null","Benign/Borderline","null",201940510,"Male and Female","Glioblastoma","2004-04-01 00:00:00","null","null","null",2977
"20+","4.40000009536743","4.59999990463257","4.5","Malignant","9164",201940510,"Male and Female","Glioblastoma","2004-04-01 00:00:00","4.40000009536743","4.59999990463257","4.5",2978
"20+","null","null","null","Benign/Borderline","null",204277973,"Male and Female","Glioblastoma","2005-04-01 00:00:00","null","null","null",2979
"20+","4.40000009536743","4.59999990463257","4.5","Malignant","9321",204277973,"Male and Female","Glioblastoma","2005-04-01 00:00:00","4.5","4.69999980926514","4.59999990463257",2980
"20+","null","null","null","Benign/Borderline","null",206695520,"Male and Female","Glioblastoma","2006-04-01 00:00:00","null","null","null",2981
"20+","4.30000019073486","4.5","4.40000009536743","Malignant","9422",206695520,"Male and Female","Glioblastoma","2006-04-01 00:00:00","4.5","4.69999980926514","4.59999990463257",2982
"20+","null","null","null","Benign/Borderline","null",214708498,"Male and Female","Glioblastoma","2007-04-01 00:00:00","null","null","null",2985
"20+","4.40000009536743","4.59999990463257","4.5","Malignant","9998",214708498,"Male and Female","Glioblastoma","2007-04-01 00:00:00","4.59999990463257","4.69999980926514","4.69999980926514",2986
"20+","null","null","null","Benign/Borderline","null",217163688,"Male and Female","Glioblastoma","2008-04-01 00:00:00","null","null","null",2987
"20+","4.40000009536743","4.59999990463257","4.5","Malignant","10211",217163688,"Male and Female","Glioblastoma","2008-04-01 00:00:00","4.59999990463257","4.80000019073486","4.69999980926514",2988
"20+","null","null","null","Benign/Borderline","null",219643708,"Male and Female","Glioblastoma","2009-04-01 00:00:00","null","null","null",2989
"20+","4.30000019073486","4.5","4.40000009536743","Malignant","10206",219643708,"Male and Female","Glioblastoma","2009-04-01 00:00:00","4.59999990463257","4.69999980926514","4.59999990463257",2990
"20+","null","null","null","Benign/Borderline","null",220136827,"Male and Female","Glioblastoma","2010-04-01 00:00:00","null","null","null",2991
"20+","4.30000019073486","4.40000009536743","4.30000019073486","Malignant","10232",220136827,"Male and Female","Glioblastoma","2010-04-01 00:00:00","4.59999990463257","4.69999980926514","4.59999990463257",2992
"20+","null","null","null","Benign/Borderline","null",201940510,"Male and Female","Glioma malignant, NOS","2004-04-01 00:00:00","null","null","null",2993
"20+","0.400000005960464","0.400000005960464","0.400000005960464","Malignant","805",201940510,"Male and Female","Glioma malignant, NOS","2004-04-01 00:00:00","0.400000005960464","0.400000005960464","0.400000005960464",2994
"20+","null","null","null","Benign/Borderline","null",204277973,"Male and Female","Glioma malignant, NOS","2005-04-01 00:00:00","null","null","null",2995
"20+","0.400000005960464","0.400000005960464","0.400000005960464","Malignant","794",204277973,"Male and Female","Glioma malignant, NOS","2005-04-01 00:00:00","0.400000005960464","0.400000005960464","0.400000005960464",2996
"20+","null","null","null","Benign/Borderline","null",206695520,"Male and Female","Glioma malignant, NOS","2006-04-01 00:00:00","null","null","null",2997
"20+","0.400000005960464","0.400000005960464","0.400000005960464","Malignant","816",206695520,"Male and Female","Glioma malignant, NOS","2006-04-01 00:00:00","0.400000005960464","0.400000005960464","0.400000005960464",2998
"20+","null","null","null","Benign/Borderline","null",214708498,"Male and Female","Glioma malignant, NOS","2007-04-01 00:00:00","null","null","null",3001
"20+","0.400000005960464","0.400000005960464","0.400000005960464","Malignant","850",214708498,"Male and Female","Glioma malignant, NOS","2007-04-01 00:00:00","0.400000005960464","0.400000005960464","0.400000005960464",3002
"20+","0","0","0","Benign/Borderline","19",217163688,"Male and Female","Glioma malignant, NOS","2008-04-01 00:00:00","0","0","0",3003
"20+","0.400000005960464","0.400000005960464","0.400000005960464","Malignant","876",217163688,"Male and Female","Glioma malignant, NOS","2008-04-01 00:00:00","0.400000005960464","0.400000005960464","0.400000005960464",3004
"20+","0","0","0","Benign/Borderline","19",219643708,"Male and Female","Glioma malignant, NOS","2009-04-01 00:00:00","0","0","0",3005
"20+","0.400000005960464","0.400000005960464","0.400000005960464","Malignant","915",219643708,"Male and Female","Glioma malignant, NOS","2009-04-01 00:00:00","0.400000005960464","0.400000005960464","0.400000005960464",3006
"20+","0","0","0","Benign/Borderline","16",220136827,"Male and Female","Glioma malignant, NOS","2010-04-01 00:00:00","0","0","0",3007
"20+","0.300000011920929","0.400000005960464","0.300000011920929","Malignant","750",220136827,"Male and Female","Glioma malignant, NOS","2010-04-01 00:00:00","0.300000011920929","0.400000005960464","0.300000011920929",3008
"20+","0.200000002980232","0.200000002980232","0.200000002980232","Benign/Borderline","423",201940510,"Male and Female","Hemangioblastoma","2004-04-01 00:00:00","0.200000002980232","0.200000002980232","0.200000002980232",3009
"20+","null","null","null","Malignant","null",201940510,"Male and Female","Hemangioblastoma","2004-04-01 00:00:00","null","null","null",3010
"20+","0.200000002980232","0.300000011920929","0.200000002980232","Benign/Borderline","481",204277973,"Male and Female","Hemangioblastoma","2005-04-01 00:00:00","0.200000002980232","0.300000011920929","0.200000002980232",3011
